clue_id,answer,difficulty,score,action,flags,old_clue_text,sanitized_clue_text
tr_kw_5491,BARINAK,hard,78,KEEP,"","Barınılacak yer","Barınılacak yer"
tr_kw_5492,BARET,hard,78,KEEP,"","İşçilerin başlarına giydikleri, metal veya plastikten yapılmış koruyucu başlık","İşçilerin başlarına giydikleri, metal veya plastikten yapılmış koruyucu başlık"
tr_kw_5493,AYAKLI,hard,78,KEEP,"","Ayağı olan","Ayağı olan"
tr_kw_5494,AMORF,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Bir bütünü oluşturan parçalardan simetrik olmayan","Bir bütünü oluşturan parçalardan simetrik olmayan"
tr_kw_5495,AYANCIK,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Sinop iline bağlı ilçelerden biri","Sinop iline bağlı ilçelerden biri"
tr_kw_5496,ANASIL,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Kökten, asıl olarak, esaslı bir biçimde","Kökten, asıl olarak, esaslı bir biçimde"
tr_kw_5497,ASLANLI,hard,88,KEEP,"DUAL_MEANING_BONUS; IDEAL_LENGTH_BONUS","Aslan bulunan; arslanlı","Aslan bulunan; arslanlı"
tr_kw_5498,ANLIKÇI,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; IDEAL_LENGTH_BONUS","Anlıkçılık yanlısı olan","Anlıkçılık yanlısı olan"
tr_kw_5499,ARASAT,hard,78,KEEP,"","► mahşer yeri","► mahşer yeri"
tr_kw_5500,BAKLALI,hard,78,KEEP,"","Baklası olan","Baklası olan"
tr_kw_5501,AĞMAK,hard,88,KEEP,"DUAL_MEANING_BONUS; IDEAL_LENGTH_BONUS","Yükselmek, yukarı doğru çıkmak; inmek","Yükselmek, yukarı doğru çıkmak; inmek"
tr_kw_5502,CEZİR,hard,83,KEEP,"IDEAL_LENGTH_BONUS","► alçalma, met (I) karşıtı","► alçalma, met (I) karşıtı"
tr_kw_5503,ÇAYLIK,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Çay ağaççıklarının yetiştiği yer","Çay ağaççıklarının yetiştiği yer"
tr_kw_5504,AYNALI,hard,78,KEEP,"","Aynası olan","Aynası olan"
tr_kw_5505,BALYOS,hard,78,KEEP,"","Osmanlı Devleti'nde Frenk ve özellikle Venedik elçilerine verilen ad","Osmanlı Devleti'nde Frenk ve özellikle Venedik elçilerine verilen ad"
tr_kw_5506,ÇALAK,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Eline ayağına çabuk, atik, çevik olan","Eline ayağına çabuk, atik, çevik olan"
tr_kw_5507,BAHÇELİ,hard,78,KEEP,"","Bahçesi olan","Bahçesi olan"
tr_kw_5508,ÇAKILTI,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Çakıl taşı vb. kımıldatıldığında çıkan ses","Çakıl taşı vb. kımıldatıldığında çıkan ses"
tr_kw_5509,BARHANA,hard,78,KEEP,"","► barhane (II)","► barhane (II)"
tr_kw_5510,ADCILIK,hard,83,KEEP,"DUAL_MEANING_BONUS","Kavramların gerçek varlıklar olduğunu kabul eden, kavram gerçekliğine karşıt olarak tümel kavramların yalnızca nesnelerin adları olduğunu ileri süren görüş; isimcilik, nominalizm","Kavramların gerçek varlıklar olduğunu kabul eden, kavram gerçekliğine karşıt olarak tümel kavramların yalnızca nesnelerin adları olduğunu ileri süren görüş; isimcilik, nominalizm"
tr_kw_5511,ABSTRE,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► soyut","► soyut"
tr_kw_5512,AZİZİYE,hard,78,KEEP,"","Sultan Abdülaziz'in ve devlet adamlarının kulak hizasına kadar indirerek giydiği, tepesi dar, alt kısmı geniş, kalın püsküllü fes","Sultan Abdülaziz'in ve devlet adamlarının kulak hizasına kadar indirerek giydiği, tepesi dar, alt kısmı geniş, kalın püsküllü fes"
tr_kw_5513,BİRUN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Osmanlı sarayında haremin ve enderunun dışında kalan bölüm","Osmanlı sarayında haremin ve enderunun dışında kalan bölüm"
tr_kw_5514,AVUNUŞ,hard,78,KEEP,"","Avunmak işi","Avunmak işi"
tr_kw_5515,AŞILAMA,hard,76,KEEP,"CLUE_CONTAINS_ANSWER; DUAL_MEANING_BONUS; IDEAL_LENGTH_BONUS","Aşılamak işi; ilkah, telkih","Aşılamak işi; ilkah, telkih"
tr_kw_5516,AYIPLI,hard,78,KEEP,"","Ayıbı, kusuru olan","Ayıbı, kusuru olan"
tr_kw_5517,CİĞERCİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Kesilmiş hayvanların ciğerini satan kimse","Kesilmiş hayvanların ciğerini satan kimse"
tr_kw_5518,AYIRTMA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Ayırtmak işi","Ayırtmak işi"
tr_kw_5519,CİNAİ,hard,78,KEEP,"","Konusu cinayet olan","Konusu cinayet olan"
tr_kw_5520,BUYURUŞ,hard,78,KEEP,"","► emrediş","► emrediş"
tr_kw_5521,ÇALMAÇ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Tahtadan yapılmış kap","Tahtadan yapılmış kap"
tr_kw_5522,BURUKSU,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Buruğa benzer, buruk gibi","Buruğa benzer, buruk gibi"
tr_kw_5523,CİNSLİK,hard,78,KEEP,"","► cinsiyet","► cinsiyet"
tr_kw_5524,BOYDAŞ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Aynı boyda olan (kimse)","Aynı boyda olan (kimse)"
tr_kw_5525,BANDO,hard,83,KEEP,"DUAL_MEANING_BONUS","Türlü üflemeli ve vurmalı çalgılardan oluşan ve genellikle geçit törenlerinde yer alan mızıkacılar topluluğu veya takımı; mızıka","Türlü üflemeli ve vurmalı çalgılardan oluşan ve genellikle geçit törenlerinde yer alan mızıkacılar topluluğu veya takımı; mızıka"
tr_kw_5526,ANKETÖR,hard,78,KEEP,"","► anketçi","► anketçi"
tr_kw_5527,AĞLANTI,hard,78,KEEP,"","Hafif hafif ağlama","Hafif hafif ağlama"
tr_kw_5528,AVCILIK,hard,78,KEEP,"","Avcının yaptığı iş","Avcının yaptığı iş"
tr_kw_5529,CİBRE,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Sıkılıp suyu alınan üzüm vb. meyvelerin posası","Sıkılıp suyu alınan üzüm vb. meyvelerin posası"
tr_kw_5530,CAYIRTI,hard,78,KEEP,"","Şiddetli yanma, yırtılma, silahla ateş etme vb. sırasında çıkan sesin adı","Şiddetli yanma, yırtılma, silahla ateş etme vb. sırasında çıkan sesin adı"
tr_kw_5531,ÇAKINTI,hard,78,KEEP,"","Şimşek, yıldız, güneş, ışık vb.nin birdenbire ve geçici olarak verdiği aydınlık durumu","Şimşek, yıldız, güneş, ışık vb.nin birdenbire ve geçici olarak verdiği aydınlık durumu"
tr_kw_5532,CİSİM,hard,78,KEEP,"","Doğada element, bileşik veya bunların karışımları hâlinde bulunan, kütlesi ve ağırlığı olan, duyularla algılanabilen şey","Doğada element, bileşik veya bunların karışımları hâlinde bulunan, kütlesi ve ağırlığı olan, duyularla algılanabilen şey"
tr_kw_5533,CHANGE,hard,78,KEEP,"","343 para değişimi","343 para değişimi"
tr_kw_5534,AVŞAR,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► Afşar","► Afşar"
tr_kw_5535,İFTAR,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Oruç açma, oruç bozma","Oruç açma, oruç bozma"
tr_kw_5536,HUNRİZ,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► kanlı","► kanlı"
tr_kw_5537,AHALİ,hard,83,KEEP,"DUAL_MEANING_BONUS","Bir memleket, şehir veya semtte oturanların, yaşayanların hepsi; el (III), halk (I)","Bir memleket, şehir veya semtte oturanların, yaşayanların hepsi; el (III), halk (I)"
tr_kw_5538,BAĞLAM,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► demet","► demet"
tr_kw_5539,CENAP,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Saygı, onur ve büyüklük anlamıyla kullanılan bir söz","Saygı, onur ve büyüklük anlamıyla kullanılan bir söz"
tr_kw_5540,ATLETİK,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Vücudu gelişmiş, biçimli, atlet gibi","Vücudu gelişmiş, biçimli, atlet gibi"
tr_kw_5541,KAÇINIŞ,hard,78,KEEP,"","Kaçınma işi","Kaçınma işi"
tr_kw_5542,ARTROZ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Genellikle şekil bozucu, iltihapsız, süreğen eklem hastalığı","Genellikle şekil bozucu, iltihapsız, süreğen eklem hastalığı"
tr_kw_5543,KEŞAP,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Giresun iline bağlı ilçelerden biri","Giresun iline bağlı ilçelerden biri"
tr_kw_5544,İRTİŞA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Rüşvet alma, rüşvet yeme","Rüşvet alma, rüşvet yeme"
tr_kw_5545,HÜRYA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Hep birden, cümbür cemaat","Hep birden, cümbür cemaat"
tr_kw_5546,BELGİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Bir şeyi benzerlerinden ayıran özellik","Bir şeyi benzerlerinden ayıran özellik"
tr_kw_5547,KAKTÜS,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; DUAL_MEANING_BONUS","Kaktüsgillerden, yaprakları yayvan ve dikenli, güzel, parlak renkte çiçekler açan bir bitki; atlas çiçeği (Cactus)","Kaktüsgillerden, yaprakları yayvan ve dikenli, güzel, parlak renkte çiçekler açan bir bitki; atlas çiçeği (Cactus)"
tr_kw_5548,HULUL,hard,78,KEEP,"","Gelme, gelip çatma","Gelme, gelip çatma"
tr_kw_5549,BAYILMA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Bayılmak durumu","Bayılmak durumu"
tr_kw_5550,DELİRİŞ,hard,78,KEEP,"","Delirmek işi","Delirmek işi"
tr_kw_5551,ABANA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Kastamonu iline bağlı ilçelerden biri","Kastamonu iline bağlı ilçelerden biri"
tr_kw_5552,BİREBİR,hard,78,KEEP,"","Etkisi kesin olan","Etkisi kesin olan"
tr_kw_5553,ANGIÇ,hard,83,KEEP,"DUAL_MEANING_BONUS","Harman zamanı fazla sap yüklemek için öküz ve at arabalarının iki tarafına takılan parmaklık; kanat","Harman zamanı fazla sap yüklemek için öküz ve at arabalarının iki tarafına takılan parmaklık; kanat"
tr_kw_5554,JÜBİLE,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Evliliğin ellinci yılında düzenlenen kutlama şenliği","Evliliğin ellinci yılında düzenlenen kutlama şenliği"
tr_kw_5555,İRSİYET,hard,78,KEEP,"","► kalıtım","► kalıtım"
tr_kw_5556,KAYIR,hard,78,KEEP,"","Nehir veya çay sularının sürükleyip getirdiği kum ve çakıl taşları","Nehir veya çay sularının sürükleyip getirdiği kum ve çakıl taşları"
tr_kw_5557,CİKCİK,hard,73,KEEP,"BELOW_AVG_BIGRAM_SCORE","Beyaz kum midyesi","Beyaz kum midyesi"
tr_kw_5558,KAMANÇO,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Yükleme, aktarma, elden ele geçirme","Yükleme, aktarma, elden ele geçirme"
tr_kw_5559,CEMŞAT,hard,78,KEEP,"","Basketbolda rakibe yüklenip aniden geri çekilerek ve dönerken zıplayarak atılan şut","Basketbolda rakibe yüklenip aniden geri çekilerek ve dönerken zıplayarak atılan şut"
tr_kw_5560,JETON,hard,78,KEEP,"","Gişelerde, telefon ve türlü oyunlarda para yerine kullanılan küçük, metal veya plastik nesne","Gişelerde, telefon ve türlü oyunlarda para yerine kullanılan küçük, metal veya plastik nesne"
tr_kw_5561,AKSIRMA,hard,78,KEEP,"","► hapşırma","► hapşırma"
tr_kw_5562,APOLET,hard,83,KEEP,"DUAL_MEANING_BONUS","Subaylarda üniformaların omuzlarına takılan, rütbenin sembolünü gösteren parça; omuzluk","Subaylarda üniformaların omuzlarına takılan, rütbenin sembolünü gösteren parça; omuzluk"
tr_kw_5563,KARARMA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Kararmak işi","Kararmak işi"
tr_kw_5564,ASETON,hard,78,KEEP,"","Birçok organik maddeyi eritmekte kullanılan uçucu, kolayca alev alır, eter kokusunda bir sıvı","Birçok organik maddeyi eritmekte kullanılan uçucu, kolayca alev alır, eter kokusunda bir sıvı"
tr_kw_5565,HÜCUM,hard,78,KEEP,"","► saldırı","► saldırı"
tr_kw_5566,KANGREN,hard,78,KEEP,"","Vücudun herhangi bir yerindeki dokunun oraya kan gelmemesi sonucu ölmesi","Vücudun herhangi bir yerindeki dokunun oraya kan gelmemesi sonucu ölmesi"
tr_kw_5567,KARST,hard,78,KEEP,"","Kayaçların erimesiyle yer altı akıntıları olan, kireç taşı ve dolomit bölgesi","Kayaçların erimesiyle yer altı akıntıları olan, kireç taşı ve dolomit bölgesi"
tr_kw_5568,ABUHAVA,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► iklim","► iklim"
tr_kw_5569,İSPARİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","İzmaritgillerden, kurşun renginde bir balık (Sargus annularis)","İzmaritgillerden, kurşun renginde bir balık (Sargus annularis)"
tr_kw_5570,DEVİRİŞ,hard,78,KEEP,"","Devirmek işi","Devirmek işi"
tr_kw_5571,ANDIRIN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Kahramanmaraş iline bağlı ilçelerden biri","Kahramanmaraş iline bağlı ilçelerden biri"
tr_kw_5572,KISKA,hard,78,KEEP,"","► arpacık soğanı","► arpacık soğanı"
tr_kw_5573,KENTTAŞ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Aynı kentten olanlardan her biri","Aynı kentten olanlardan her biri"
tr_kw_5574,KIRIŞMA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Kırışmak işi","Kırışmak işi"
tr_kw_5575,ISTAR,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Halı, kilim dokunan tezgâh","Halı, kilim dokunan tezgâh"
tr_kw_5576,ATROPİN,hard,78,KEEP,"","Güzelavrat otundan çıkarılıp hekimlikte kullanılan zehirli bir madde","Güzelavrat otundan çıkarılıp hekimlikte kullanılan zehirli bir madde"
tr_kw_5577,DİYALEL,hard,78,KEEP,"","Bir önermeyi başka bir önerme ile tanıtlamak yoluyla yapılan sofizm, üstü örtülü bir tür kısır döngü","Bir önermeyi başka bir önerme ile tanıtlamak yoluyla yapılan sofizm, üstü örtülü bir tür kısır döngü"
tr_kw_5578,DİRENME,hard,88,KEEP,"DUAL_MEANING_BONUS; IDEAL_LENGTH_BONUS","Direnmek işi; bekinme","Direnmek işi; bekinme"
tr_kw_5579,KEPENK,hard,78,KEEP,"","İş yeri, pencere, kapı vb. yerleri kapamak için kullanılan, türlü biçimlerde sac levha, demir veya tahta kanat","İş yeri, pencere, kapı vb. yerleri kapamak için kullanılan, türlü biçimlerde sac levha, demir veya tahta kanat"
tr_kw_5580,ÇATKIN,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► çatık","► çatık"
tr_kw_5581,KEREM,hard,78,KEEP,"","► soyluluk","► soyluluk"
tr_kw_5582,İRTİHAL,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► ölüm","► ölüm"
tr_kw_5583,KASETÇİ,hard,78,KEEP,"","Kaset satan kimse","Kaset satan kimse"
tr_kw_5584,KADİRLİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Osmaniye iline bağlı ilçelerden biri","Osmaniye iline bağlı ilçelerden biri"
tr_kw_5585,ANIZLI,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Üstünde anız bulunan (tarla)","Üstünde anız bulunan (tarla)"
tr_kw_5586,ÇAKIŞIK,hard,78,KEEP,"","Çakışmış olan","Çakışmış olan"
tr_kw_5587,ABİYE,hard,78,KEEP,"","► gece kıyafeti","► gece kıyafeti"
tr_kw_5588,IRALAMA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Iralamak işi","Iralamak işi"
tr_kw_5589,KERTİK,hard,78,KEEP,"","► çentik","► çentik"
tr_kw_5590,ANDAVAL,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","► andavallı","► andavallı"
tr_kw_5591,KAŞAĞI,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Hayvanları tımar etmek için kullanılan, sacdan, dişli araç","Hayvanları tımar etmek için kullanılan, sacdan, dişli araç"
tr_kw_5592,IHMAK,hard,78,KEEP,"","Deve çöküp oturmak","Deve çöküp oturmak"
tr_kw_5593,ASTAT,hard,71,KEEP,"CLUE_CONTAINS_ANSWER; DUAL_MEANING_BONUS","Atom numarası 85 olan, bizmutun alfa ışınlarıyla bombardımanı sonucu elde edilen yapay element; astatin (simgesi At)","Atom numarası 85 olan, bizmutun alfa ışınlarıyla bombardımanı sonucu elde edilen yapay element; astatin (simgesi At)"
tr_kw_5594,FELEK,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► baht","► baht"
tr_kw_5595,KABİNE,hard,78,KEEP,"","► bakanlar kurulu","► bakanlar kurulu"
tr_kw_5596,KALİTE,hard,78,KEEP,"","► nitelik","► nitelik"
tr_kw_5597,KARILI,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Herhangi bir nitelik veya nicelikte karısı olan","Herhangi bir nitelik veya nicelikte karısı olan"
tr_kw_5598,EFEKT,hard,63,KEEP,"OVERLY_LONG_CLUE","Radyo ve televizyon yayınlarında, tiyatro oyunlarında veya film seslendirmelerinde, hareketleri izlemesi gereken seslerin doğal kaynakların dışında, optik, mekanik, kimyasal yöntemlerle gerçekleştirilmesi","Radyo ve televizyon yayınlarında, tiyatro oyunlarında veya film seslendirmelerinde, hareketleri izlemesi gereken seslerin doğal kaynakların dışında, optik, mekanik, kimyasal yöntemlerle gerçekleştirilmesi"
tr_kw_5599,BEDENCE,hard,88,KEEP,"DUAL_MEANING_BONUS; IDEAL_LENGTH_BONUS","Beden bakımından; fiziken","Beden bakımından; fiziken"
tr_kw_5600,GÖBEL,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Kimsesiz, başıboş çocuk","Kimsesiz, başıboş çocuk"
tr_kw_5601,EMSAL,hard,78,KEEP,"","► benzer","► benzer"
tr_kw_5602,GAİLELİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Başa dert olan, üzüntü veren, gaile çıkaran","Başa dert olan, üzüntü veren, gaile çıkaran"
tr_kw_5603,ERVAH,hard,63,SANITIZE_ONLY,"SINGLE_WORD_CLUE","Ruhlar","Ruhlar"
tr_kw_5604,ISKAÇA,hard,78,KEEP,"","Yelkenli gemilerde direklerin alt uçlarının içine oturtulduğu yuva","Yelkenli gemilerde direklerin alt uçlarının içine oturtulduğu yuva"
tr_kw_5605,ADLİYE,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Hukuk ve adalet işlerini gören devlet kurumu","Hukuk ve adalet işlerini gören devlet kurumu"
tr_kw_5606,AŞIRICI,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Beklenenin üstünde aşırı davranan","Beklenenin üstünde aşırı davranan"
tr_kw_5607,ABANIŞ,hard,78,KEEP,"","Abanma işi","Abanma işi"
tr_kw_5608,KATGÜT,hard,78,KEEP,"","Ameliyatlarda yaraları dikmek için kullanılan, keçi, koyun vb. hayvanların bağırsağından yapılmış iplik","Ameliyatlarda yaraları dikmek için kullanılan, keçi, koyun vb. hayvanların bağırsağından yapılmış iplik"
tr_kw_5609,BEDİHİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","İspat gerektirmeyecek şekilde açık seçik olan","İspat gerektirmeyecek şekilde açık seçik olan"
tr_kw_5610,CİKLET,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► sakız","► sakız"
tr_kw_5611,KARTÇA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Gençliği azalmış, yaşı geçkince","Gençliği azalmış, yaşı geçkince"
tr_kw_5612,CIDAĞI,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Atın iki omzunun arası","Atın iki omzunun arası"
tr_kw_5613,KAZALI,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Kaza ihtimali yüksek olan","Kaza ihtimali yüksek olan"
tr_kw_5614,KAÇAKÇI,hard,78,KEEP,"","Yasalara karşı gelerek bir yere mal sokan, bir yerden mal kaçıran veya bir yerde satan kimse","Yasalara karşı gelerek bir yere mal sokan, bir yerden mal kaçıran veya bir yerde satan kimse"
tr_kw_5615,ELTİLİK,hard,78,KEEP,"","Elti olma durumu","Elti olma durumu"
tr_kw_5616,GÖĞÜMSÜ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Rengi gök rengini andıran, gök rengine benzeyen","Rengi gök rengini andıran, gök rengine benzeyen"
tr_kw_5617,KAYŞAMA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Kayşamak işi","Kayşamak işi"
tr_kw_5618,ANİLİN,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Benzenden türeyen bir amin","Benzenden türeyen bir amin"
tr_kw_5619,AZİMSİZ,hard,78,KEEP,"","Azmi olmayan","Azmi olmayan"
tr_kw_5620,KASSIL,hard,78,KEEP,"","Kasla ilgili olan","Kasla ilgili olan"
tr_kw_5621,ESNETME,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Esnetmek işi","Esnetmek işi"
tr_kw_5622,ÇATIŞKI,hard,88,KEEP,"DUAL_MEANING_BONUS; IDEAL_LENGTH_BONUS","Yasaların veya önermelerin kendi aralarında çelişikliği; antinomi","Yasaların veya önermelerin kendi aralarında çelişikliği; antinomi"
tr_kw_5623,KARGO,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Uçak, gemi vb. bir taşıtla taşınan eşya, yük","Uçak, gemi vb. bir taşıtla taşınan eşya, yük"
tr_kw_5624,ÇİNAKOP,hard,78,KEEP,"","343 çinekop","343 çinekop"
tr_kw_5625,ISSIZCA,hard,78,KEEP,"","Issız bir biçimde","Issız bir biçimde"
tr_kw_5626,İVİNTİ,hard,78,KEEP,"","► çabukluk","► çabukluk"
tr_kw_5627,ADATMAK,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Adama işini yaptırmak","Adama işini yaptırmak"
tr_kw_5628,ANAÇLIK,hard,78,KEEP,"","Anaç olma durumu","Anaç olma durumu"
tr_kw_5629,HAVVA,hard,76,KEEP,"CLUE_CONTAINS_ANSWER; DUAL_MEANING_BONUS; IDEAL_LENGTH_BONUS","Dinî inanışlara göre dünya üzerindeki ilk kadın; Havva Ana","Dinî inanışlara göre dünya üzerindeki ilk kadın; Havva Ana"
tr_kw_5630,BELGİLİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Belgiye dayanan, belirli olan","Belgiye dayanan, belirli olan"
tr_kw_5631,KELEPÇİ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Kelep işiyle uğraşan kimse","Kelep işiyle uğraşan kimse"
tr_kw_5632,BAVULCU,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Bavul yapan veya satan kimse","Bavul yapan veya satan kimse"
tr_kw_5633,ANEROİT,hard,78,KEEP,"","Cıva yerine maden bir kutu kullanmak temeline dayanan kadranlı barometre","Cıva yerine maden bir kutu kullanmak temeline dayanan kadranlı barometre"
tr_kw_5634,AŞIRIŞ,hard,78,KEEP,"","Aşırmak işi","Aşırmak işi"
tr_kw_5635,BORAKS,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Yoğunlaşmış borik asitten türeyen sodyum tuzu","Yoğunlaşmış borik asitten türeyen sodyum tuzu"
tr_kw_5636,HUMUS,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Bitkilerin çürümesiyle oluşan koyu renkte organik toprak","Bitkilerin çürümesiyle oluşan koyu renkte organik toprak"
tr_kw_5637,BASKILI,hard,78,KEEP,"","Baskısı olan","Baskısı olan"
tr_kw_5638,ATEİZM,hard,78,KEEP,"","► tanrıtanımazlık","► tanrıtanımazlık"
tr_kw_5639,KIYAK,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Benzerlerinden üstün olan, çok güzel","Benzerlerinden üstün olan, çok güzel"
tr_kw_5640,BAĞIL,hard,78,KEEP,"","► bağıntılı","► bağıntılı"
tr_kw_5641,CIZLAM,hard,78,KEEP,"","► savuşma","► savuşma"
tr_kw_5642,İBLİS,hard,78,KEEP,"","► şeytan","► şeytan"
tr_kw_5643,BANAL,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Herkesçe kullanılan, anlaşılan","Herkesçe kullanılan, anlaşılan"
tr_kw_5644,ISKATÇI,hard,78,KEEP,"","Iskat verilen kimse","Iskat verilen kimse"
tr_kw_5645,GAZHANE,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Hava gazı üretilen veya depolanan yer","Hava gazı üretilen veya depolanan yer"
tr_kw_5646,GAZAP,hard,68,SANITIZE_ONLY,"VERY_SHORT_CLUE","► öfke","► öfke"
tr_kw_5647,KAKIŞMA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Kakışmak işi","Kakışmak işi"
tr_kw_5648,İSPİYON,hard,83,KEEP,"DUAL_MEANING_BONUS","Birinin sırlarını, davranışlarını, düşüncelerini gözleyip başkalarına bildirerek çıkar sağlama; ispiyonlama, gammazlama","Birinin sırlarını, davranışlarını, düşüncelerini gözleyip başkalarına bildirerek çıkar sağlama; ispiyonlama, gammazlama"
tr_kw_5649,ÇAPMA,hard,66,KEEP,"CLUE_CONTAINS_ANSWER","Çapmak işi","Çapmak işi"
tr_kw_5650,ESKRİM,hard,83,KEEP,"DUAL_MEANING_BONUS","Dürtücü kılıç, kesici kılıç ve delici kılıç adı verilen silahlarla yapılan spor; kılıç oyunu","Dürtücü kılıç, kesici kılıç ve delici kılıç adı verilen silahlarla yapılan spor; kılıç oyunu"
tr_kw_5651,KISKAÇ,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Bir şeyi tutup sıkıştırmaya yarayan kerpeten, pense vb. araç","Bir şeyi tutup sıkıştırmaya yarayan kerpeten, pense vb. araç"
tr_kw_5652,KANCA,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Bir şey çekmeye yarar, ucu çengelli demir çubuk","Bir şey çekmeye yarar, ucu çengelli demir çubuk"
tr_kw_5653,HUZUR,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Dirlik, baş dinçliği, gönül rahatlığı","Dirlik, baş dinçliği, gönül rahatlığı"
tr_kw_5654,DİKMEN,hard,78,KEEP,"","Koni biçiminde tepe","Koni biçiminde tepe"
tr_kw_5655,İZLEK,hard,78,KEEP,"","Bir edebî eserde işlenen konunun anlamca ortaya koyduğu ana yönelim","Bir edebî eserde işlenen konunun anlamca ortaya koyduğu ana yönelim"
tr_kw_5656,BRİKET,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Linyit ve kömür tozundan basınçla elde edilen yakacak","Linyit ve kömür tozundan basınçla elde edilen yakacak"
tr_kw_5657,BİLFİİL,hard,78,KEEP,"","► fiilen","► fiilen"
tr_kw_5658,DEVİNİŞ,hard,78,KEEP,"","Devinmek işi","Devinmek işi"
tr_kw_5659,HÜYÜK,hard,83,KEEP,"IDEAL_LENGTH_BONUS","Konya iline bağlı ilçelerden biri","Konya iline bağlı ilçelerden biri"
tr_kw_5660,DALINÇ,hard,83,KEEP,"DUAL_MEANING_BONUS","Kendinden geçercesine sessiz bir coşkuya dalma; istiğrak, meditasyon","Kendinden geçercesine sessiz bir coşkuya dalma; istiğrak, meditasyon"
tr_kw_5661,ESKİME,hard,78,KEEP,"","Eskimek işi","Eskimek işi"
