id,answer,clue_original,cleaned_clue,rewritten_clue,quality_score,decision,reasons,clue_word_count,answer_length,contains_meta,contains_answer_leak,profanity_hit,ambiguity_hit
"tr_kw_3611","SU","Dünya yerküreninde yarısından gölden filan yagmurdan denizin çeşme bedenden filan 2h 1oks saf hayat vs hayati falan damacana falan yaşatıcı sıvı ter vb sıvı şey . Vb 2 Harf hata olur mu? (2. Kex çıktı olsun)","Dünya yerküreninde yarısından gölden filan yagmurdan denizin çeşme bedenden filan 2h 1oks saf hayat vs hayati falan damacana falan yaşatıcı sıvı ter vb sıvı şey . Vb 2 Harf hata olur mu? (2. Kex çıktı olsun)","",80,"ACCEPT","Overly long clue (36 words)",36,2,false,false,false,false
"tr_kw_3612","TOPRAK","Bitkini bostanın ekildiği çamur ve toz mezarlık kahverengi yüzeyi dünya kara yer altı üstü cılız kil vb maden ana humuslu vatan arazi vs doğa yerkürek parça miktar vb verimli kükürt kahve kara zemin parçacı bitki biten yetişen üst vs","Bitkini bostanın ekildiği çamur ve toz mezarlık kahverengi yüzeyi dünya kara yer altı üstü cılız kil vb maden ana humuslu vatan arazi vs doğa yerkürek parça miktar vb verimli kükürt kahve kara zemin parçacı bitki biten yetişen üst vs","",80,"ACCEPT","Overly long clue (39 words)",39,6,false,false,false,false
"tr_kw_3613","ÇAMUR","Yağmur yağınca kütle vs toprağa eklince suyu bulanık kaygan vıcık balçık leke arabaya sıçrayan iğrenç kirletti kıvamlı balçık sıvalık çömlek batağan harç materyal cıvık madde şekil vs (5 hrfa)","Yağmur yağınca kütle vs toprağa eklince suyu bulanık kaygan vıcık balçık leke arabaya sıçrayan iğrenç kirletti kıvamlı balçık sıvalık çömlek batağan harç materyal cıvık madde şekil vs (5 hrfa)","",82,"ACCEPT","Overly long clue (29 words)",29,5,false,false,false,false
"tr_kw_3615","TAŞ","Kaldırımla yerle vs atılan filan kırık kırma mermer küçük pütürlü sert cisim ufak yontulup yapı inşaa kaya ufalı çakıl küçük ufak blok falan vb","Kaldırımla yerle vs atılan filan kırık kırma mermer küçük pütürlü sert cisim ufak yontulup yapı inşaa kaya ufalı çakıl küçük ufak blok falan vb","",92,"ACCEPT","Overly long clue (24 words)",24,3,false,false,false,false
"tr_kw_3619","KUMAŞ","Pantalon ceket veya koltuk örtüsü fırfır ipek keten yada vb ipliği tığla vb endüstri tezhagında vs veya ev tezgahlarında iplik pamukların vs filan örülü yüzsü birleştirlipi dikilen vb teksti bezi metre giyim elbiselik malzeme falan fistanlık tekstil hammaddesi vb","Pantalon ceket veya koltuk örtüsü fırfır ipek keten yada vb ipliği tığla vb endüstri tezhagında vs veya ev tezgahlarında iplik pamukların vs filan örülü yüzsü birleştirlipi dikilen vb teksti bezi metre giyim elbiselik malzeme falan fistanlık tekstil hammaddesi vb","",80,"ACCEPT","Overly long clue (39 words)",39,5,false,false,false,false
"tr_kw_3620","DEMİR","Ağır paslanan falan sert inşatt beton direkler binen esnemeyen güçlü ray larda giden ağır metal sağlam dövülen madeni güçlü materyal sağlam ağır cevheri sarmal alaşımı civi vidanın hammeddsi ağır meteli falan çubuklar kılıç kalkan","Ağır paslanan falan sert inşatt beton direkler binen esnemeyen güçlü ray larda giden ağır metal sağlam dövülen madeni güçlü materyal sağlam ağır cevheri sarmal alaşımı civi vidanın hammeddsi ağır meteli falan çubuklar kılıç kalkan","",80,"ACCEPT","Overly long clue (34 words)",34,5,false,false,false,false
"tr_kw_3623","PAMUK","Yastığın tarladan toplanan bembeyaz kozası pofuduk uçuşan bulutumsusu vs tarlası ipten atleti kazacı veya eczacı kan vs tamponda sarmal yumuşaçık bembeyaz filan çok esnek ter emen ipliki dokunabilen lif bitkisel kumaş ana vs malzemecilik filan","Yastığın tarladan toplanan bembeyaz kozası pofuduk uçuşan bulutumsusu vs tarlası ipten atleti kazacı veya eczacı kan vs tamponda sarmal yumuşaçık bembeyaz filan çok esnek ter emen ipliki dokunabilen lif bitkisel kumaş ana vs malzemecilik filan","",80,"ACCEPT","Overly long clue (35 words)",35,5,false,false,false,false
"tr_kw_3625","İPEK","Küçücük çok narin filan bir asya ağaç kurtçu böcenin çok kımati lüks gömleği vb yolu efsane asyanın örülen şalı ipi lüx tekstil böceğinin kozasından çıkarsdığı zarif ip filan tel tel parlak narin kıymatli paha bçşilmezi çok pahalı vs tel vs dokuma lüks yün kumaşı yumuşakvs","Küçücük çok narin filan bir asya ağaç kurtçu böcenin çok kımati lüks gömleği vb yolu efsane asyanın örülen şalı ipi lüx tekstil böceğinin kozasından çıkarsdığı zarif ip filan tel tel parlak narin kıymatli paha bçşilmezi çok pahalı vs tel vs dokuma lüks yün kumaşı yumuşakvs","",80,"ACCEPT","Overly long clue (45 words)",45,4,false,false,false,false
"tr_kw_3626","KAĞIT","Ağaç selulozun vs ezlerek vs hamurnun rulo sayfasına ders için çizim roman vs karton kese vb yqaprak gazetsinin filan kırtasiyeden ucuza ince beyaz pürüzsü ve yırtılabilir kolay kalemin mürekkebi yazma alan vs sayfa yaprak cildi filn defterin asıl rulosu a4 vb","Ağaç selulozun vs ezlerek vs hamurnun rulo sayfasına ders için çizim roman vs karton kese vb yqaprak gazetsinin filan kırtasiyeden ucuza ince beyaz pürüzsü ve yırtılabilir kolay kalemin mürekkebi yazma alan vs sayfa yaprak cildi filn defterin asıl rulosu a4 vb","",80,"ACCEPT","Overly long clue (41 words)",41,5,false,false,false,false
"tr_kw_3627","PLASTİK","Petrol filn fason oyuncak ucuza sanayi üretmeli doğada çok yüzyıl kalann zor eriyen pet şişe filan vs kanserojen kova leğen kap vs lastikli vb naylon vs kimya mddesi çöp falan ucuz fason sarmal pütür pürüzlü dayanıklı falan materal kalıp vb petrol türedi / plastk vs","Petrol filn fason oyuncak ucuza sanayi üretmeli doğada çok yüzyıl kalann zor eriyen pet şişe filan vs kanserojen kova leğen kap vs lastikli vb naylon vs kimya mddesi çöp falan ucuz fason sarmal pütür pürüzlü dayanıklı falan materal kalıp vb petrol türedi / plastk vs","",80,"ACCEPT","Overly long clue (45 words)",45,7,false,false,false,false
"tr_kw_3630","KAUÇUK","Ağacın sütünden plastğin silginin falan esnek hammaddsüi top filan teker lastk ana ayakkabı vs esnek hammadde doğal yaylı büküleli elastilk dayanıklı su geçir zorluk filan ayakkbı taban siyahı ve ağacın doğal esnek lastik hammaddr bükülmezlik zor vb bitkisel öz sütün lastiği / (6 hf)","Ağacın sütünden plastğin silginin falan esnek hammaddsüi top filan teker lastk ana ayakkabı vs esnek hammadde doğal yaylı büküleli elastilk dayanıklı su geçir zorluk filan ayakkbı taban siyahı ve ağacın doğal esnek lastik hammaddr bükülmezlik zor vb bitkisel öz sütün lastiği / (6 hf)","",80,"ACCEPT","Overly long clue (44 words)",44,6,false,false,false,false
"tr_kw_3632","KÖSELE","Derin in kalınla vs işenmsis ayakkabıların kışlık botun kemer sarmall ve tabanın topuğu altında tahtamıs vurunca ses filan veren tabanın çok sert hayvn yüzüsü tabaka ayak tabanı dayanıklı çok eski vb usta çarık aykkabı vs işlenmiş çok sert sıkıs ve pürüzlük taban derisi ve","Derin in kalınla vs işenmsis ayakkabıların kışlık botun kemer sarmall ve tabanın topuğu altında tahtamıs vurunca ses filan veren tabanın çok sert hayvn yüzüsü tabaka ayak tabanı dayanıklı çok eski vb usta çarık aykkabı vs işlenmiş çok sert sıkıs ve pürüzlük taban derisi ve","",80,"ACCEPT","Overly long clue (44 words)",44,6,false,false,false,false
"tr_kw_3634","MERMER","Beyz siyah ebrulu mozaik mutfak tcgahta , heykelda mezar taşta ağır cila alan kireç taşı srmall filan vs pürüzsü kesili düz zemin yer döşemese bina afyon meşur koca taş kayası kesimi çok sert ve ağır kaya parçaşı filan parlatıluır asil vs yapı falan (6 Hf)","Beyz siyah ebrulu mozaik mutfak tcgahta , heykelda mezar taşta ağır cila alan kireç taşı srmall filan vs pürüzsü kesili düz zemin yer döşemese bina afyon meşur koca taş kayası kesimi çok sert ve ağır kaya parçaşı filan parlatıluır asil vs yapı falan (6 Hf)","",80,"ACCEPT","Overly long clue (45 words)",45,6,false,false,false,false
"tr_kw_3635","BETON","Ev yapında tula arası ve harç su falan kumu kireci çımentosu falan mikser koca kalıp ve demre sıkla pııtışan çok sağlam taş bina vb çatı yol asfalt vs gri sement ağır sıva filn şantiye hammaddesi kalıpa konaln su ile vb donsuran ağır taş harcı cüruf falan","Ev yapında tula arası ve harç su falan kumu kireci çımentosu falan mikser koca kalıp ve demre sıkla pııtışan çok sağlam taş bina vb çatı yol asfalt vs gri sement ağır sıva filn şantiye hammaddesi kalıpa konaln su ile vb donsuran ağır taş harcı cüruf falan","",80,"ACCEPT","Overly long clue (46 words)",46,5,false,false,false,false
"tr_kw_3639","SIVA","Tuıllaların üstünü örüntü pürüssüz yapış fırça boya ve yalıtmı kışın vb kireç kum usta malı ile duvara sürüntü düz tabanı pürüs alan kat cepesi / (4 hrfa) düzleyici vs astar kaplama sarmal kapatan astar vs beyaz harç duvara yayılan alçı flan boyadan ömce vurulur","Tuıllaların üstünü örüntü pürüssüz yapış fırça boya ve yalıtmı kışın vb kireç kum usta malı ile duvara sürüntü düz tabanı pürüs alan kat cepesi / (4 hrfa) düzleyici vs astar kaplama sarmal kapatan astar vs beyaz harç duvara yayılan alçı flan boyadan ömce vurulur","",80,"ACCEPT","Overly long clue (44 words)",44,4,false,false,false,false
"tr_kw_3640","BOYA","Binye güzellik dışa ressların tuvalve ve sçıda frçyala vs badana badanasını ypan rulo sıvı pigmnt vs odayu beyaz mavu flana renkleyendiren cıvır kimya renk materya su ile falan tnerle vs renk kapatna falan sıvı yapişi resim rulo sıçrak kapatıcı badana renk sarmal (4 harf)","Binye güzellik dışa ressların tuvalve ve sçıda frçyala vs badana badanasını ypan rulo sıvı pigmnt vs odayu beyaz mavu flana renkleyendiren cıvır kimya renk materya su ile falan tnerle vs renk kapatna falan sıvı yapişi resim rulo sıçrak kapatıcı badana renk sarmal (4 harf)","",80,"ACCEPT","Overly long clue (44 words)",44,4,false,false,false,false
"tr_kw_3641","İYİ","Kötünün karşıtı, faydalı, güzel niyetli, zararsız","Kötünün karşıtı, faydalı, güzel niyetli, zararsız","",100,"ACCEPT","+5 ideal length bonus",6,3,false,false,false,false
"tr_kw_3642","KÖTÜ","İyinin zıttı, zararlı, fena kalpli, olumsuz","İyinin zıttı, zararlı, fena kalpli, olumsuz","",100,"ACCEPT","+5 ideal length bonus",6,4,false,false,false,false
"tr_kw_3643","GÜZEL","Göze ve kulağa hoş gelen, çirkin karşıtı","Göze ve kulağa hoş gelen, çirkin karşıtı","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3644","ÇİRKİN","Göze batıcı, hoşa gitmeyen, estetik olmayan","Göze batıcı, hoşa gitmeyen, estetik olmayan","",100,"ACCEPT","+5 ideal length bonus",6,6,false,false,false,false
"tr_kw_3645","DOĞRU","Yanlış olmayan, hakikate uygun, dürüst","Yanlış olmayan, hakikate uygun, dürüst","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3646","YANLIŞ","Doğruya aykırı, hatalı, kusurlu karar","Doğruya aykırı, hatalı, kusurlu karar","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_3647","BÜYÜK","Küçüğün karşıtı, ebatça kocaman, ulu","Küçüğün karşıtı, ebatça kocaman, ulu","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3648","KÜÇÜK","Büyük olmayan, boyutça ufak, minyatür","Büyük olmayan, boyutça ufak, minyatür","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3649","UZUN","Kısa olmayan, boyu veya süresi fazla olan","Kısa olmayan, boyu veya süresi fazla olan","",100,"ACCEPT","+5 ideal length bonus",7,4,false,false,false,false
"tr_kw_3650","KISA","Uzun olmayan, boyca ya da sürece az olan","Uzun olmayan, boyca ya da sürece az olan","",100,"ACCEPT","+5 ideal length bonus",8,4,false,false,false,false
"tr_kw_3651","KALIN","İnce olmayan, geniş hacimli veya etli olan","İnce olmayan, geniş hacimli veya etli olan","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3652","İNCE","Kalın karşıtı, dar kesimli, zarif","Kalın karşıtı, dar kesimli, zarif","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_3653","GENİŞ","Dar olmayan, çok yer kaplayan, ferah","Dar olmayan, çok yer kaplayan, ferah","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3654","DAR","Genişliğin zıttı, eni az olan, sıkışık","Genişliğin zıttı, eni az olan, sıkışık","",100,"ACCEPT","+5 ideal length bonus",6,3,false,false,false,false
"tr_kw_3655","AĞIR","Hafif olmayan, kilosu fazla, tartıda çokçeken","Hafif olmayan, kilosu fazla, tartıda çokçeken","",100,"ACCEPT","+5 ideal length bonus",6,4,false,false,false,false
"tr_kw_3656","HAFİF","Ağırın zıttı, uçucu, kilosu az olan","Ağırın zıttı, uçucu, kilosu az olan","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3657","SERT","Yumuşak olmayan, bükülmesi zor, dayanıklı","Yumuşak olmayan, bükülmesi zor, dayanıklı","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_3658","YUMUŞAK","Serte zıt, peluş veya pamuk gibi esnek, dokunması nazik","Serte zıt, peluş veya pamuk gibi esnek, dokunması nazik","",100,"ACCEPT","+5 ideal length bonus",9,7,false,false,false,false
"tr_kw_3659","SICAK","Soğuğun karşıtı, ısısı yüksek, hararetli","Soğuğun karşıtı, ısısı yüksek, hararetli","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3660","SOĞUK","Sıcağa zıt, ısısı düşük, üşüten hava veya eşya","Sıcağa zıt, ısısı düşük, üşüten hava veya eşya","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_3661","ILIK","Ne sıcak ne de soğuk, teni üşütmeyen veya yakmayan kıvam","Ne sıcak ne de soğuk, teni üşütmeyen veya yakmayan kıvam","",100,"ACCEPT","+5 ideal length bonus",10,4,false,false,false,false
"tr_kw_3662","TEMİZ","Kirli olmayan, paklanmış, yıkanmış arı duru","Kirli olmayan, paklanmış, yıkanmış arı duru","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3663","KİRLİ","Temizin zıttı, pis, lekelenmiş","Temizin zıttı, pis, lekelenmiş","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
"tr_kw_3664","PİS","İğrenç, kir tabakası olan, temiz olmayan (3 harf)","İğrenç, kir tabakası olan, temiz olmayan (3 harf)","",100,"ACCEPT","+5 ideal length bonus",8,3,false,false,false,false
"tr_kw_3665","ŞİŞMAN","Kilosu yaşına göre fazla olan, obez veya etine dolgun","Kilosu yaşına göre fazla olan, obez veya etine dolgun","",100,"ACCEPT","+5 ideal length bonus",9,6,false,false,false,false
"tr_kw_3666","ZAYIF","Şişmanın zıttı, ince ve kilosu az, sıska","Şişmanın zıttı, ince ve kilosu az, sıska","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3667","ESKİ","Yeni olmayan, kullanılmış, yıpranmış veya mazide kalmış","Yeni olmayan, kullanılmış, yıpranmış veya mazide kalmış","",100,"ACCEPT","+5 ideal length bonus",7,4,false,false,false,false
"tr_kw_3668","YENİ","Eskinin karşıtı, hiç kullanılmamış veya taze çıkmış","Eskinin karşıtı, hiç kullanılmamış veya taze çıkmış","",100,"ACCEPT","+5 ideal length bonus",7,4,false,false,false,false
"tr_kw_3669","TAZE","Bayatlamamış, dalından yeni kopmuş veya fırından yeni çıkmış","Bayatlamamış, dalından yeni kopmuş veya fırından yeni çıkmış","",100,"ACCEPT","+5 ideal length bonus",8,4,false,false,false,false
"tr_kw_3670","BAYAT","Tazelik vasfını yitirmiş, kurumuş veya bozulmaya yüz tutmuş","Tazelik vasfını yitirmiş, kurumuş veya bozulmaya yüz tutmuş","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_3671","HIZLI","Yavaş olmayan, süratli uçan giden, çabuk","Yavaş olmayan, süratli uçan giden, çabuk","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3672","YAVAŞ","Hızlının zıttı, ağır hareket eden","Hızlının zıttı, ağır hareket eden","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3673","TEMBEL","Çalışmayı sevmeyen, üşengeç ve miskin","Çalışmayı sevmeyen, üşengeç ve miskin","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_3674","ZENGİN","Fakirin zıttı, parası pulu varlığı çok olan","Fakirin zıttı, parası pulu varlığı çok olan","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_3675","FAKİR","Zenginin aksi, maddi durumu yerinde olmayan, yoksul","Zenginin aksi, maddi durumu yerinde olmayan, yoksul","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3676","CESUR","Korkak olmayan, yürekli, atılgan","Korkak olmayan, yürekli, atılgan","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
"tr_kw_3677","KORKAK","Cesurun zıttı, her şeyden ürken ve çekinen","Cesurun zıttı, her şeyden ürken ve çekinen","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_3678","CİMRİ","Cömert olmayan, parasını harcamaktan çekinen pinti","Cömert olmayan, parasını harcamaktan çekinen pinti","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3679","CÖMERT","Cimrinin tersi, eliaçık, bağışlamayı seven","Cimrinin tersi, eliaçık, bağışlamayı seven","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_3680","KİBAR","Nazarik ve zarif davranışlı, nazik kişi","Nazarik ve zarif davranışlı, nazik kişi","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3681","KABA","Kibarın zıttı, nezaketsiz ve haşin","Kibarın zıttı, nezaketsiz ve haşin","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_3682","EĞLENCE","Hoşça vakit geçirme, neşelenme faaliyeti","Hoşça vakit geçirme, neşelenme faaliyeti","",100,"ACCEPT","+5 ideal length bonus",5,7,false,false,false,false
"tr_kw_3683","HÜZÜN","İçe çöken dert, neşenin karşıtı acı keder","İçe çöken dert, neşenin karşıtı acı keder","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3684","KEDER","Üzüntü acı tasa veren şey","Üzüntü acı tasa veren şey","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3685","NEŞE","Üzüntünün tersi, canlılık, sevinç hali","Üzüntünün tersi, canlılık, sevinç hali","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_3686","SEVİNÇ","İstenilen şeye ulaşmaktan doğan coşkun duygu","İstenilen şeye ulaşmaktan doğan coşkun duygu","",100,"ACCEPT","+5 ideal length bonus",6,6,false,false,false,false
"tr_kw_3687","KORKU","Bir tehlike anında duyulan kaygı ve dehşet hissi","Bir tehlike anında duyulan kaygı ve dehşet hissi","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_3688","ÖFKE","Kızgınlık anında ortaya çıkan taşkın his, hiddet","Kızgınlık anında ortaya çıkan taşkın his, hiddet","",100,"ACCEPT","+5 ideal length bonus",7,4,false,false,false,false
"tr_kw_3689","SİNİR","Asabiyet, öfke duygusunun diğer yaygın adı","Asabiyet, öfke duygusunun diğer yaygın adı","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3690","ÖZLEM","Hasret, birini görme arzusu","Hasret, birini görme arzusu","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
"tr_kw_3691","HASRET","Özlemle aynı, kavuşma isteği kederi","Özlemle aynı, kavuşma isteği kederi","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_3692","AŞK","Çok güçlü sevgi bağı, kara sevda, tutku","Çok güçlü sevgi bağı, kara sevda, tutku","",100,"ACCEPT","+5 ideal length bonus",7,3,false,false,false,false
"tr_kw_3693","SEVGİ","Bir şeye ilgi ve bağlılık yönelten derin duygu","Bir şeye ilgi ve bağlılık yönelten derin duygu","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_3694","NEFRET","Birini veya bir şeyi hiç sevmeme, iğrenme, kin duyma","Birini veya bir şeyi hiç sevmeme, iğrenme, kin duyma","",100,"ACCEPT","+5 ideal length bonus",9,6,false,false,false,false
"tr_kw_3695","KİN","Birine karşı duyulan gizli ve bitmeyen düşmanlık","Birine karşı duyulan gizli ve bitmeyen düşmanlık","",100,"ACCEPT","+5 ideal length bonus",7,3,false,false,false,false
"tr_kw_3696","İNAT","Kendi dediğinde ayak direme ve vazgeçmeme huyu","Kendi dediğinde ayak direme ve vazgeçmeme huyu","",100,"ACCEPT","+5 ideal length bonus",7,4,false,false,false,false
"tr_kw_3697","SABIR","Acı veya zorluğa isyan etmeden dayanma erdemi","Acı veya zorluğa isyan etmeden dayanma erdemi","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3698","UMUT","Bir şeyin olacağına dair duyulan ümit, bekleme inancı","Bir şeyin olacağına dair duyulan ümit, bekleme inancı","",100,"ACCEPT","+5 ideal length bonus",8,4,false,false,false,false
"tr_kw_3699","ÜMİT","Umut kelimesinin eşanlamlısı, iyi bir şey bekleme","Umut kelimesinin eşanlamlısı, iyi bir şey bekleme","",90,"ACCEPT","Ambiguous/vague phrasing; +5 ideal length bonus",7,4,false,false,false,true
"tr_kw_3700","BİLGİ","Öğrenme, gözlem veya araştırma sonucu elde edilen gerçek","Öğrenme, gözlem veya araştırma sonucu elde edilen gerçek","",100,"ACCEPT","+5 ideal length bonus",8,5,false,false,false,false
"tr_kw_3701","CEHALET","Bilgisizlik durumu, öğrenimsizlik","Bilgisizlik durumu, öğrenimsizlik","",100,"ACCEPT","+5 ideal length bonus",3,7,false,false,false,false
"tr_kw_3702","AKIL","İyiyi kötüyü ayırma, düşünme gücü","İyiyi kötüyü ayırma, düşünme gücü","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_3703","ZEKA","Akıl yürütme, problem çözme yeteneğinin pratik hali","Akıl yürütme, problem çözme yeteneğinin pratik hali","",100,"ACCEPT","+5 ideal length bonus",7,4,false,false,false,false
"tr_kw_3704","MERHAMET","Birinin acısına veya zor durumuna üzülüp yardım etme duygusu, acıma","Birinin acısına veya zor durumuna üzülüp yardım etme duygusu, acıma","",100,"ACCEPT","",10,8,false,false,false,false
"tr_kw_3705","ŞEFKAT","Sevecenlik, içten ve yumuşak sevgi","Sevecenlik, içten ve yumuşak sevgi","",100,"ACCEPT","+5 ideal length bonus",5,6,false,false,false,false
"tr_kw_3706","GURUR","Kendini üstün görme veya başarıyla onur duyma","Kendini üstün görme veya başarıyla onur duyma","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3707","KİBİR","Kendini herkesten üstün tutma hastalığı, büyüklenme","Kendini herkesten üstün tutma hastalığı, büyüklenme","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3708","ALÇAK","Tevazu sahibi kişiye eklenen (gönüllü) sıfatı","Tevazu sahibi kişiye eklenen (gönüllü) sıfatı","",100,"ACCEPT","+5 ideal length bonus",6,5,false,false,false,false
"tr_kw_3709","UTANÇ","Mahcubiyet hissedilen yüz kızartısı durumu","Mahcubiyet hissedilen yüz kızartısı durumu","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3710","ONUR","İnsanın kendine olan saygısı, şeref","İnsanın kendine olan saygısı, şeref","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_3711","ŞEREF","Erdem, iyi ahlakın getirdiği saygınlık","Erdem, iyi ahlakın getirdiği saygınlık","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3712","ADALET","Hak ve hukuka uygunluk durumu, hakkın teslimi","Hak ve hukuka uygunluk durumu, hakkın teslimi","",100,"ACCEPT","+5 ideal length bonus",7,6,false,false,false,false
"tr_kw_3713","ZULÜM","Adaletin zıttı, acımasız ve haksız eziyet tiranlık","Adaletin zıttı, acımasız ve haksız eziyet tiranlık","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3714","ÖZGÜR","Esir olmayan, hür, kendi iradesiyle karar veren (....lük vs değil kökü)","Esir olmayan, hür, kendi iradesiyle karar veren (....lük vs değil kökü)","",100,"ACCEPT","",11,5,false,false,false,false
"tr_kw_3715","ÖZGÜRLÜK","Herhangi bir kısıtlamaya bağlı olmaksızın kendi kararlarını verebilme durumu, hürriyet","Herhangi bir kısıtlamaya bağlı olmaksızın kendi kararlarını verebilme durumu, hürriyet","",100,"ACCEPT","",10,8,false,false,false,false
"tr_kw_3716","TUTSAK","Özgürlüğü elinden alınmış, esir","Özgürlüğü elinden alınmış, esir","",100,"ACCEPT","+5 ideal length bonus",4,6,false,false,false,false
"tr_kw_3717","ESİR","Savaşta düşman eline düşen tutsak","Savaşta düşman eline düşen tutsak","",100,"ACCEPT","+5 ideal length bonus",5,4,false,false,false,false
"tr_kw_3718","ÖLÜM","Hayatın sona ermesi, vefat","Hayatın sona ermesi, vefat","",100,"ACCEPT","+5 ideal length bonus",4,4,false,false,false,false
"tr_kw_3719","YAŞAM","Eylemli varoluş hali, doğumdan ölüme kadar geçen süreç, hayat","Eylemli varoluş hali, doğumdan ölüme kadar geçen süreç, hayat","",100,"ACCEPT","+5 ideal length bonus",9,5,false,false,false,false
"tr_kw_3720","DOĞUM","Hayata başlangıç anı, dünyaya gelme","Hayata başlangıç anı, dünyaya gelme","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3721","GENÇ","Yaşı küçük veya dinamik, yaşlı karşıtı","Yaşı küçük veya dinamik, yaşlı karşıtı","",100,"ACCEPT","+5 ideal length bonus",6,4,false,false,false,false
"tr_kw_3722","İHTİYAR","Yaşı epey ilerlemiş, kocamış kişi","Yaşı epey ilerlemiş, kocamış kişi","",100,"ACCEPT","+5 ideal length bonus",5,7,false,false,false,false
"tr_kw_3723","YAŞLI","Genç karşıtı, yaşı büyük fani","Genç karşıtı, yaşı büyük fani","",100,"ACCEPT","+5 ideal length bonus",5,5,false,false,false,false
"tr_kw_3724","ÇOCUK","Bebeklik ile ergenlik arasındaki, reşit olmayan birey","Bebeklik ile ergenlik arasındaki, reşit olmayan birey","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3725","BEBEK","Yeni doğmuş, anne sütü emen, beşikteki minik","Yeni doğmuş, anne sütü emen, beşikteki minik","",100,"ACCEPT","+5 ideal length bonus",7,5,false,false,false,false
"tr_kw_3726","GÜÇLÜ","Kuvveti yerinde, zayıf olmayan","Kuvveti yerinde, zayıf olmayan","",100,"ACCEPT","+5 ideal length bonus",4,5,false,false,false,false
